>AA|ECRITURE IMMO|19 430 336 301,00|19 430 336 301,00
44566082|TVA  20%GAZOLE 80%.|0,00|29 321,50
44566100|TVA S/enc. 19,60%.|1 011 009,50|4 990 138,50
44566105|TVA S/enc. 5.50%.|0,00|3 942,00
44566107|TVA S/enc. 7%.|0,00|1 187,00
44566110|TVA S/enc. 10%|11 249,00|482 534,50
44566120|TVA S/ENC. B & S 20%|514 573,50|8 774 687,50
60212000|Chlorure sodium sol.|0,00|217 250,00
60322000|Vt.Stk.Chlo. sodium|217 250,00|0,00
60611000|Eau|44 206,00|152 730,00
60612000|Electricité|5 807,00|349 998,50
60613000|Autres énergies|188 812,50|219 076,00
60621000|Carburants non stock|0,00|203 933,00
60621800|GAZOLE NS/ TVA 80%|0,00|56 283,50
60631000|Pièc.Rech.Mat.Roult.|2 861,00|86 604,50
60631200|Pièc.Rech.Mat.Electr|0,00|27 945,00
60631900|Autr.Pièc.Rechange|0,00|308 725,00
60632000|Petit outil.atel.V-S|0,00|20 673,00
60633000|Sign.Sécurit.Viabil.|0,00|405 400,00
60634000|Fourniture entretien|79 695,00|216 133,00
60635000|Vêtement trav.n.stoc|0,00|45 106,50
60636000|Fourniture bâtiment|5 901,00|197 677,00
60638000|TICKETS DE PEAGE|0,00|126 877,50
60638300|Ptes four.péage|0,00|868,50
60642000|Fourniture hs.papier|0,00|118 311,50
60644000|Consom.informatiqu.|0,00|24 316,50
61321000|Loyers immeuble|0,00|48 133,00
61351000|Locat.véhicules|0,00|209 880,00
61351200|Locat.véhicules -LLD|21 348,00|8 706 111,50
61351300|Véhicules Servic-LLD|461,00|1 313 224,50
61352000|Locat.mat.exploitat.|0,00|55 913,00
61353000|Locat.entr.photocop.|0,00|88 573,50
61355000|Autr.locat.mat.bur.|0,00|13 150,00
61401000|Charges locatives|0,00|4 546 181,00
61511000|GR chaussées.terrass|0,00|5 805 240,50
61511100|GR ouvrages hydroliq|0,00|840 810,00
61511200|GR ouvrage d'art|0,00|7 549 512,50
61512000|Entr.court.chaus.ter|0,00|3 490 902,50
61512120|Entr.court.ouv.trave|0,00|111 000,00
61512200|Entr.court.ouvr.art|0,00|15 340,00
61513200|Contr.suiv.ouvr.d'ar|0,00|25 669,50
61515000|Entr.sign.horizont.|0,00|3 000,00
61515300|Entr.des glissières|0,00|106 702,00
61515400|Entr.superstruc.gare|0,00|58 025,00
61515500|Entr.clôture portail|0,00|286 125,00
61515600|Entr.éclairag.public|0,00|27 600,00
61515800|Entr.végétation|121 800,00|121 800,00
61515900|Nettoy.court.locaux|0,00|77 742,50
61515930|Nettoy.ct.voie péage|0,00|2 644,00
61515960|Déchets des aires|13 516,00|35 994,50
61521000|Entr.constructions|0,00|40,00
61522000|Entr.stat.traitem.ea|0,00|3 742,50
61551000|Entr.mat.péage|0,00|39 617,50
61551100|Entr.mat.viab.sécur.|0,00|54 595,50
61551200|Entr.mat.rés.transmi|0,00|4 154 078,00
61551300|Entr.équipt éléctriq|0,00|552 826,50
61555000|Entr.VL|0,00|24 005,00
61555020|Entretien V.L. -LLD|0,00|96 927,00
61555030|Entretien V.S. -LLD|0,00|89 259,00
61555100|Entr.Utilitaire|0,00|25 737,50
61555200|Entr.PL/SPL|0,00|50 084,50
61565000|Autr.entr.maintenan.|0,00|77 147,00
61811000|Abonnements/Périod.|5 657,00|107 199,00
62111000|Personnel intérimair|0,00|20 978,00
62141000|Personnel supplétif|220 000,00|276 250,00
62261000|Etudes générales|0,00|798,50
62261200|Contrat assistance|0,00|15 000,00
62261300|Assist.viabil.hivern|0,00|327 648,00
62262000|Honoraires|1 646 176,00|4 724 536,00
62371000|Pub.publi.relat.publ|421 201,50|1 039 397,50
62372000|Audiovisuel|0,00|87 792,50
62421000|Transpt.Ramas.recet.|0,00|11 223,50
62481000|Transport de Biens|0,00|83 077,00
62511000|Frs.déplacts.facturé|13 520,00|321 739,50
62562100|Miss.:Repas-facturé|506,50|12 141,00
62562200|Miss.:Hôtel-facturé|0,00|250,00
62562300|Miss.:Divers-facturé|26 535,00|934 096,50
62571000|Récept.Repas facturé|0,00|15 651,50
62573000|Récept.Diver facturé|37 850,00|42 850,00
62611000|Achat timbres|0,00|52 349,00
62611100|Mach.à affranchir|0,00|29 869,00
62621000|Contr.téléph.portabl|0,00|3 784,50
62621100|Contr.téléph.fixe|0,00|22 838,00
62621300|Contr.rés.spécialisé|0,00|248 315,00
62811000|Divers.façons extern|1 818 121,00|1 918 012,50
63542000|Autr.taxe/véhicules|0,00|18 356,00
64751000|Assistance médicale|0,00|127 987,00
64813300|F.P.ETUSDSTA|0,00|159 142,50
64814800|F.P.DEPLSTA|0,00|4 930,00
64815100|F.P.INSCAEX|0,00|84 224,50
64821000|Restau.d'entreprise|3 407,00|3 407,00
64871000|Oeuv.Sles. Diverses|0,00|6 427,50
65811100|Charges div.gest.cou|206,50|517,50
>CA|LIVRE DE CAISSE|1 751 196,50|1 751 196,50
41111000|Clients Abonnés|11 034,00|628 731,50
44566019|TVA Biens/Serv.(19,6|30 450,00|0,00
44566020|TVA DED DEBIT B&S20%|7 086,50|0,00
44571018|TVA coll.19,60 Péag.|20 808,00|7 376,00
44571120|TVA coll.dbt 20%Péag|36 163,50|4 654,50
53201100|Caisse  A86|170 430,50|173 950,00
53201110|Caisse Ablis|106 101,00|94 815,00
53201112|Caisse Ancenis|9 459,00|9 554,50
53201120|Caisse Blois|40 000,00|34 640,50
53201140|Caisse Chattelerault|37 485,00|19 577,50
53201145|Caisse Joué/Charnie|144 286,50|112 143,00
53201180|Caisse Orléans|219 923,50|237 814,50
53201190|Caisse Tours|140 066,00|141 078,50
53201193|Caisse Vierzon|25 000,00|34 871,50
58102000|Vrts.Fds. Caisses|190 000,00|190 000,00
60613000|Autres énergies|1 390,00|0,00
60621000|Carburants non stock|6 989,50|0,00
60632000|Petit outil.atel.V-S|9 562,00|0,00
60634000|Fourniture entretien|20 207,00|0,00
60636000|Fourniture bâtiment|92 202,50|0,00
60642000|Fourniture hs.papier|14 588,00|0,00
60643000|Mat.Mob.Bur.pet.val.|35 666,50|0,00
60644000|Consom.informatiqu.|4 097,50|0,00
62562300|Miss.:Divers-facturé|40 464,00|0,00
62611000|Achat timbres|23 468,00|0,00
62811000|Divers.façons extern|6 969,50|0,00
64871000|Oeuv.Sles. Diverses|19 719,50|0,00
65811100|Charges div.gest.cou|601,00|0,00
70611100|Péages Recet.CPC-NRP|286 228,00|0,00
75851200|Recettes Dvs.|0,00|5 225,50
76811000|Autr.Prod.Financiers|750,00|56 764,00
>CB|PAIEMENT CB CLIENTS|9 587 396,00|9 587 396,00
41111000|Clients Abonnés|0,00|7 130 396,00
41911000|Dépts.Garant.Abonnés|0,00|2 457 000,00
51135400|Cartes Crédit Mutuel|9 587 396,00|0,00
>CG|CAHIER DE GARE|2 578 135 108,50|2 578 135 108,50
51110610|V.E.-Sté.Gén. A86|3 429 957,00|69 468 512,00
51110611|V.E.-Sté.Gén.Alençon|246 000,00|12 437 665,00
51110612|V.E.-Sté.Gén.Rennes|1 404 870,00|57 145 035,00
51110613|V.E.-Sté.Gén.Angers|53 655,00|11 791 715,00
51110621|V.E.-Sté.Gén.Bourges|878 310,50|68 469 460,50
51110630|V.E.-Sté.Gén.Chartre|163 745,00|38 741 850,00
51110670|V.E.-Sté.Gén.Le Mans|1 804 315,00|65 116 885,00
51110675|V.E.-Sté.Gén.Nantes|1 058 330,00|87 736 775,00
51110680|V.E.-Sté.Gén.Orléans|9 620 150,00|366 685 530,00
51110682|V.E.-Sté.Gén.Poitier|1 634 095,00|70 203 490,00
51110690|V.E.-Sté.Gén.Tours|14 395 865,00|402 055 530,00
53300100|FDR VILLEFRANCHE/CHE|5 919 170,00|6 203 325,00
53300110|FDR CHEMERY|2 378 550,00|2 364 690,00
53300130|FDR ST ROMAIN/CHER|3 372 870,00|3 637 275,00
53300140|FDR BLERE|3 965 755,00|4 342 855,00
53300150|FDR ESVRES|4 508 965,00|4 778 885,00
53300160|FDR VEIGNE|30 289 765,00|30 323 475,00
53300500|FDR ORLEANS CENTRE|25 416 965,00|25 152 305,00
53300520|FDR OLIVET|20 079 890,00|20 129 850,00
53300530|FDR LAMOTTE BEUVRON|7 166 116,00|7 294 586,00
53300540|FDR SALBRIS|5 061 225,00|5 170 160,00
53300550|FDR VIERZON NORD|35 938 910,00|36 438 615,00
53300560|FDR VIERZON EST|4 957 545,00|5 140 300,00
53300570|FDR BOURGES OUEST|17 527 265,00|17 977 155,00
53301310|FDR MARESCHE|2 433 545,00|2 430 285,00
53301330|FDR ROUESSE FONTAINE|1 585 745,00|1 621 335,00
53301420|FDR ALENCON NORD|7 284 460,00|7 389 465,00
53301430|FDR ALANCON SUD|5 304 120,00|5 274 955,00
53301510|FDR AUVOURS|16 802 195,50|16 562 185,00
53301530|FDR PARIGNE L EVEQUE|2 762 825,00|2 704 565,00
53301680|FDR ECOMMOY|3 090 820,00|3 019 675,00
53301690|FDR MONTABON|2 180 735,00|2 225 420,00
53301770|FDR ST CHRISTOPHE|28 406 970,00|28 251 715,00
53301980|FDR DOURDAN SORTIE|10 820 750,00|10 755 385,00
53301990|FDR DOURDAN ENTREE|10 077 825,00|10 080 870,00
53302700|FDR ANCENIS BARRIERE|66 636 625,00|65 658 945,00
53302710|FDR ANCENIS NORD|9 691 520,00|9 458 145,00
53302720|FDR ANCENIS SUD|10 976 475,00|10 791 115,00
53302730|FDR VIEILLEVILLE|4 121 690,00|4 177 795,00
53302740|FDR ST GERMAIN DES P|653 720,00|668 435,00
53302800|FDR ST JEAN DE LINIE|405 270,00|445 060,00
53303020|FDR ALLAINVILLE|17 906 483,50|17 755 193,50
53303040|FDR ALLAINES|16 756 135,00|16 829 270,00
53303060|FDR ARTENAY|18 263 495,00|18 696 840,00
53303080|FDR ORLEANS NORD|29 365 805,00|29 278 790,00
53303120|FDR MEUNG|9 976 370,00|9 826 065,00
53303140|FDR MER|7 780 450,00|7 798 950,00
53303160|FDR BLOIS|25 056 280,00|24 993 160,00
53303180|FDR AMBOISE CHATEAU|8 243 850,00|8 126 155,00
53303200|FDR MONNAIE|120 341 015,00|120 526 410,00
53304780|FDR NEUILLE PONT PIE|509 805,00|466 720,00
53304840|FDR MONTS-SORIGNY|4 508 295,00|4 567 300,00
53304850|FDR LA THIBAUDIERE|13 217 010,00|13 244 380,00
53304860|FDR TOURS NORD|10 879 020,00|10 985 475,00
53304900|FDR CHAMBRAY|13 661 365,00|13 437 215,00
53305220|FDR SORIGNY|89 546 755,00|85 820 635,00
53305240|FDR ST MAURE|8 211 940,00|8 092 080,00
53305260|FDR CHATELLERAULT NO|10 088 645,00|9 898 520,00
53305280|FDR CHATELLERAULT SU|7 018 330,00|7 077 040,00
53305290|FDR FUTUROSCOPE|9 379 480,00|9 218 900,00
53305300|FDR POITIERS NORD|15 769 805,00|16 409 230,00
53305320|FDR POITIERS SUD|30 339 595,00|29 902 395,00
53306010|FDR ST ARNOULT|205 553 205,00|204 014 110,00
53306030|FDR ABLIS|18 456 445,00|18 378 515,00
53306050|FDR CHARTRES EST NOR|18 355 740,00|18 437 275,00
53306070|FDR THIVARS NORD|7 363 670,00|7 367 240,00
53306090|FDR LUIGNY|7 074 090,00|7 073 545,00
53306100|FDR CHARTRES EST SUD|3 574 845,00|3 583 205,00
53306110|FDR LA FERTE BERNARD|9 101 505,00|9 104 945,00
53306140|FDR THIVARS SUD|4 075 690,00|4 103 080,00
53306150|FDR LE MANS NORD|19 090 435,00|19 118 155,00
53306170|FDR LE MANS OUEST|9 119 170,00|9 143 650,00
53307110|FDR RUEIL-MALMAISON|29 872 610,00|30 455 760,00
53307120|FDR VAUCRESSON|26 570 530,00|26 510 310,00
53307130|FDR PONT COLBERT|21 774 442,00|21 692 217,00
53308190|FDR JOUE EN CHARNIE|2 804 380,00|2 817 915,00
53308210|FDR VAIGES|3 057 305,00|3 173 630,00
53308230|FDR LAVAL EST|6 914 645,00|6 931 840,00
53308250|FDR LAVAL OUEST|5 178 885,00|5 135 755,00
53308270|FDR LA GRAVELLE|43 843 400,00|43 163 980,00
53309580|FDR BEAUFORT|1 479 015,00|1 533 715,00
53309590|FDR LONGUE|1 535 065,00|1 557 955,00
53309600|FDR VIVY|7 973 420,00|8 257 020,00
53309670|FDR BOURGUEIL|2 776 970,00|2 811 640,00
53309680|FDR RESTIGNE|18 879 905,00|19 286 525,00
58010100|Sortie FDR VILLEFRAN|6 146 560,00|99 440,00
58010110|Sortie FDR CHEMERY|2 235 205,00|10 935,00
58010130|Sortie FDR ST ROMAIN|3 544 170,00|0,00
58010140|Sortie FDR BLERE|4 209 615,00|0,00
58010150|Sortie FDR ESVRES|3 889 975,00|0,00
58010160|Sortie FDR VEIGNE|29 235 900,00|330 880,00
58010500|Sortie FDR ORLEANS C|24 977 695,00|205 000,00
58010520|Sortie FDR OLIVET|19 060 010,00|0,00
58010530|Sortie FDR LAMOTTE|6 906 780,00|137 025,00
58010540|Sortie FDR SALBRIS|4 894 550,00|100 000,00
58010550|Sortie FDR VIERZON N|35 296 940,00|384 855,00
58010560|Sortie FDR VIERZON E|4 939 855,00|0,00
58010570|Sortie FDR BOURGES O|17 863 370,00|351 580,00
58011310|Sortie FDR MARESCHE|2 330 640,00|0,00
58011330|Sortie FDR ROUESSE|1 595 615,00|36 310,00
58011420|Sortie FDR ALENCON N|7 072 780,00|0,00
58011430|Sortie FDR ALENCON S|5 165 845,00|77 315,00
58011510|Sortie FDR AUVOURS|15 096 995,00|653 470,00
58011530|Sortie FDR PARIGNE|2 680 315,00|44 400,00
58011680|Sortie FDR ECOMMOY|3 019 395,00|72 955,00
58011690|Sortie FDR MONTABON|2 215 025,00|75 600,00
58011770|Sortie FDR ST CHRIST|27 622 285,00|815 840,00
58011980|Sortie FDR DOURDAN S|10 208 870,00|75 230,00
58011990|Sortie FDR DOURDAN E|9 646 025,00|197 790,00
58012700|Sortie FDR ANCENIS B|62 519 085,00|1 097 285,00
58012710|Sortie FDR ANCENIS N|9 328 585,00|0,00
58012720|Sortie FDR ANCENIS S|10 769 845,00|58 595,00
58012730|Sortie FDR VIEILLEVI|3 944 650,00|92 345,00
58012740|Sortie FDR ST GERMAI|504 375,00|0,00
58012800|Sortie FDR ST JEAN|424 960,00|0,00
58013020|Sortie FDR ALLAINVIL|17 035 708,50|819 798,50
58013040|Sortie FDR ALLAINES|15 337 900,00|205 455,00
58013060|Sortie FDR ARTENAY|18 282 945,00|472 940,00
58013080|Sortie FDR ORLEANS N|28 715 350,00|875 335,00
58013120|Sortie FDR MEUNG|9 356 415,00|0,00
58013140|Sortie FDR MER|7 667 640,00|266 865,00
58013160|Sortie FDR BLOIS|24 973 470,00|553 830,00
58013180|Sortie FDR AMBOISE|8 061 375,00|0,00
58013200|Sortie FDR MONNAIE|109 510 845,00|1 294 145,00
58014780|Sortie FDR NEUILLE|420 155,00|8 185,00
58014840|Sortie FDR MONTS SOR|4 543 150,00|86 915,00
58014850|Sortie FDR LA THIBAU|12 518 130,00|748 720,00
58014860|Sortie FDR TOURS NOR|10 202 265,00|46 915,00
58014900|Sortie FDR CHAMBRAY|12 784 870,00|614 805,00
58015220|Sortie FDR SORIGNY|83 015 915,00|115 785,00
58015240|Sortie FDR ST MAURE|7 372 925,00|250 980,00
58015260|Sortie FDR CHATEL N|9 895 755,00|119 220,00
58015280|Sortie FDR CHATEL S|6 456 030,00|394 565,00
58015290|Sortie FDR FUTUROSCO|8 857 615,00|130 575,00
58015300|Sortie FDR POITIERSN|15 877 160,00|265 550,00
58015320|Sortie FDR POITIERSS|28 989 275,00|791 710,00
58016010|Sortie FDR ST ARNOUL|196 308 510,00|266 840,00
58016030|Sortie FDR ABLIS|17 659 810,00|0,00
58016050|Sortie FDR CHARTRE N|18 001 915,00|569 175,00
58016070|Sortie FDR THIVARS N|7 140 310,00|63 630,00
58016090|Sortie FDR LUIGNY|6 807 595,00|126 835,00
58016100|Sortie FDR CHARTRE S|3 560 945,00|42 525,00
58016110|Sortie FDR LA FERTE|8 564 095,00|152 550,00
58016140|Sortie FDR THIVARS S|4 103 025,00|115 900,00
58016150|Sortie FDR LE MANS N|18 610 890,00|310 640,00
58016170|Sortie FDR LE MANS O|8 955 590,00|360 335,00
58017110|Sortie FDR RUEIL|28 116 480,00|2 868 935,00
58017120|Sortie FDR VAUCRESSO|25 557 965,00|3 182 280,00
58017130|Sortie FDR PT COLBER|20 476 310,00|1 621 855,00
58018190|Sortie FDR JOUE|2 759 730,00|96 940,00
58018210|Sortie FDR VAIGES|2 866 515,00|0,00
58018230|Sortie FDR LAVAL EST|6 732 175,00|0,00
58018250|Sortie FDR LAVAL OUE|5 047 570,00|0,00
58018270|Sortie FDR LA GRAVEL|41 505 720,00|0,00
58019580|Sortie FDR BEAUFORT|1 492 865,00|0,00
58019590|Sortie FDR LONGUE|1 512 975,00|0,00
58019600|Sortie FDR VIVY|8 224 970,00|22 655,00
58019670|Sortie FDR BOURGUEIL|2 739 265,00|0,00
58019680|Sortie FDR RESTIGNE|18 617 540,00|0,00
58020500|Transf FDR SVL|1 386 250,00|1 386 250,00
58022700|Transfert FDR ANJOU|532 800,00|532 800,00
58024860|Transf FDR TOURAINE|5 735 800,00|5 735 800,00
58026010|Transf FDR IDF BEAUC|3 881 550,00|3 881 550,00
58026150|Transf FDR MAINE|1 313 500,00|1 313 500,00
58027110|Transfert FDR A86|662 000,00|662 000,00
65811300|Ecart perte CCI|6 286 765,50|0,00
75851200|Recettes Dvs.|0,00|4 918 991,00
>CH|CHEQUE EMIS|2 512 324 891,50|2 512 324 891,50
27511000|Dép.Cau.Loy.avance|3 000,00|0,00
40111000|Fournisseurs|3 820 601,00|2 980 000,00
41111000|Clients Abonnés|170 582,50|0,00
41113200|Dépôt  Cautions AA|325 000,00|0,00
41113500|Dépôt  Caution MAINE|1 100 000,00|0,00
41113600|Dépôt  Cautions SVL|300 000,00|0,00
41115000|Clients Autres|9 608,00|0,00
41611000|Clts.Douteux Abonnés|17 362,50|0,00
41911000|Dépts.Garant.Abonnés|1 334 378,50|19 885,00
42111000|Rémunérations dues|107 183 591,00|174 025,50
42511000|Pers:Notes de frais|1 035,00|0,00
42525400|Prêts au personnel|75 000,00|0,00
42527000|Saisies /oppositions|5 343 913,50|37 653,50
42611000|Plan d'Epargne|1 204,50|0,00
43731000|PREVOYANCE COURCELLE|406 574,00|0,00
43741100|C.F.E.|51 821,00|0,00
43772000|Garanties Décès|156 450,00|0,00
44571120|TVA coll.dbt 20%Péag|1 473,50|0,00
44732600|Taxe TLE|1 895 300,00|0,00
47511100|Divers assurance|224 732,50|0,00
51120100|R.C.-BNP-PAR.Kléber|0,00|120 000,00
51125100|C.P.-BNP-PAR.Kléber|1 193 088 695,00|1 319 045 491,00
51125790|CHQ PAYE BNP TOURS|0,00|39 775,50
51125791|CHQ PAYE BNP RUEIL|0,00|27 120,00
51140100|Vir.-BNP-PAR.Kléber|2 021,50|0,00
51140600|Vir.-S.G. Paris|62 097,00|0,00
62562000|NDF Repas TVA reduit|32 150,00|16 075,00
63181000|Taxe handicapés|2 961 726,00|0,00
63581000|Autres droits|2 500,00|0,00
63781000|Taxes Diverses|2 427 900,00|0,00
64149000|INDEMNITES TRANSPORT|1 765,00|0,00
65300000|Jetons de Présence|1 058 750,00|0,00
67121000|Pénal.amende fiscale|4 125,00|0,00
70611100|Péages Recet.CPC-NRP|8 971,50|1 600,00
75821000|Rbts./ Sinistres|1 190 252 528,00|1 189 863 266,00
75851200|Recettes Dvs.|35,00|0,00
>CR|Remise de chèques|42 537 823,00|42 537 823,00
41111000|Clients Abonnés|21 868,00|18 874 540,00
41112000|Clts Abt Contentieux|0,00|306 373,50
41611000|Clts.Douteux Abonnés|0,00|433 695,00
41911000|Dépts.Garant.Abonnés|4 600,00|21 810,50
44571018|TVA coll.19,60 Péag.|475,00|64 876,00
44571120|TVA coll.dbt 20%Péag|633,50|225 398,50
51120101|R.C.-BNP-PAR.Klé- RC|21 124 932,00|43 910,50
51196600|Télérégl-S.G. Paris|3 095,00|0,00
51199600|Cpte attente RC - SG|21 375 288,50|21 107 474,50
66811000|Ecarts NRP et REG|439,50|28,50
76811000|Autr.Prod.Financiers|6 491,50|1 459 716,00
>CS|CHEQUE SECTEUR|15 998 017,50|15 998 017,50
41111000|Clients Abonnés|322 778,00|2 490,00
41113100|Dépôt  Cautions clés|125 000,00|0,00
41113200|Dépôt  Cautions AA|50 000,00|0,00
41113400|Dépôt  Cautions IDF|200 000,00|0,00
41113500|Dépôt  Caution MAINE|50 000,00|0,00
41113700|Dépôts Cautions TP|450 000,00|0,00
41911000|Dépts.Garant.Abonnés|2 028 135,00|82 397,50
44571018|TVA coll.19,60 Péag.|90 527,00|77,00
44571120|TVA coll.dbt 20%Péag|1 787 157,00|7 683,00
51125212|C.P.-BNP Ancenis|0,00|1 500,00
51125712|CHQ PAYE BNP NANTES|2 350,00|1 730 155,00
51125780|CHQ PAYE BNP ORLEANS|436 935,50|97 555,00
51125785|C.P.-S.G.Ramb.Accr.|2 500,00|0,00
51125790|CHQ PAYE BNP TOURS|7 220,00|6 934 615,50
51125791|CHQ PAYE BNP RUEIL|79 506,50|6 984 883,50
54003212|BNP Ancenis|34 081,00|36 611,00
54003280|BNP Orléans|78 655,00|78 655,00
54003290|BNP Tours|1 250,00|1 075,00
54003291|BNP Reuil|0,00|1 515,00
70611100|Péages Recet.CPC-NRP|9 398 600,00|38 805,00
75821000|Rbts./ Sinistres|853 322,50|0,00
>DA|Pièce client|67 474 998,00|67 474 998,00
41111000|Clients Abonnés|405 246,00|13 893 324,50
41111100|Clients  TIS-PL|0,00|51 251 604,50
41112000|Clts Abt Contentieux|8 690 685,50|548 057,50
41611000|Clts.Douteux Abonnés|5 704 845,50|858 814,50
41911000|Dépts.Garant.Abonnés|548 275,50|48 856,00
44521000|TVA due intraco|874 341,00|0,00
44566019|TVA Biens/Serv.(19,6|653 068,50|0,00
44566020|TVA DED DEBIT B&S20%|7 147 634,50|0,00
44571000|TVA COLLECT.intra|0,00|874 341,00
62781200|Commis.TIS- PL|43 450 901,50|0,00
>DR|Facture client|129 991 552,50|129 991 552,50
21111000|Terrains DP|0,00|5 272 088,50
21820000|Véhi. Tourisme DP|0,00|1 337 674,00
21884000|Mat. Roulant A19 DP|0,00|494 615,00
22506000|Mat. Exploit. DC|0,00|3 340 493,50
22507000|Mat. Divers DC|0,00|73 077,00
22512100|Véhicules Tourism.|0,00|522 315,00
22513000|Véhi.util.léger- DC|0,00|1 413 547,50
22514000|Véhi.util.PL - DC|1 250 000,00|69 557 473,00
22514400|Véhi. Utilitaires|0,00|35 967 935,50
28120000|Amts véh. tourisme D|14 659,50|0,00
28180000|Amts Mat. Exp. A19 D|494 615,00|0,00
28206000|Amts Mat.exploi. DC|3 340 493,50|0,00
28207000|Amts matériel divers|73 077,00|0,00
28212000|Amts véh. tourisme D|522 315,00|0,00
28213000|Amts véh.ut.légers D|28 486 825,00|0,00
28214000|Amts véh. Ut. et PL|69 388 605,00|1 165 566,00
41115000|Clients Autres|8 022 200,00|15 000,00
44571029|TVA coll.s/enc. 19,6|0,00|8,00
44571131|TVA coll.s/enc. 20%|0,00|905 917,50
67520000|Val.Cpt.El.Actif Céd|6 798 966,00|203 863,00
67521000|Val.Cpt.El.Actif Céd|1 546 076,00|1 461 642,00
67521800|Val.Cpt.Véh.Tourism|42 500,00|42 500,00
67521900|Val.Cpt.Cess.Mat.Tra|9 996 220,50|1 101 562,50
75821000|Rbts./ Sinistres|0,00|293 200,00
77520000|Prod./Cess.El.Act. D|0,00|1 924 650,00
77521000|Prod./Cess.El.Act. D|15 000,00|4 898 424,50
>DS|DEPOT DE GARANTIE|17 053 011,50|17 053 011,50
41911000|Dépts.Garant.Abonnés|5 080 866,00|11 972 144,50
51130601|Pr.émis.-S.G. CIA|11 972 144,50|5 080 866,00
66811000|Ecarts NRP et REG|1,00|1,00
>DZ|ECAISSEMENTS|610 391 341,50|610 391 341,50
40111000|Fournisseurs|3 279 040,00|12 362 828,50
41111000|Clients Abonnés|0,00|296 699,00
41112000|Clts Abt Contentieux|5 000,00|232 572,50
41113200|Dépôt  Cautions AA|0,00|200 000,00
41113400|Dépôt  Cautions IDF|0,00|780 000,00
41113500|Dépôt  Caution MAINE|500 000,00|1 950 000,00
41113600|Dépôt  Cautions SVL|0,00|150 000,00
41113700|Dépôts Cautions TP|0,00|600 000,00
41115000|Clients Autres|395 950,00|54 421 244,00
41611000|Clts.Douteux Abonnés|0,00|222 060,50
41911000|Dépts.Garant.Abonnés|21 500,00|185 800,00
42525100|Indemnités IJSS|0,00|95 197,50
42525300|Salaires débiteurs|7 621,00|153 805,50
42611000|Plan d'Epargne|0,00|144 520 650,00
43731000|PREVOYANCE COURCELLE|6 665,00|841 605,50
44566020|TVA DED DEBIT B&S20%|20 214,50|0,00
